RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
1584,9089,2022-06-20 17:21:27.5670379,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{F90DFE0C-CBDF-41FF-8598-EDD8F222A2C8}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\OFFFILTX.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{F90DFE0C-CBDF-41FF-8598-EDD8F222A2C8}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\OFFFILTX.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1585,9090,2022-06-20 17:21:27.5673013,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{312AB530-ECC9-496E-AE0E-C9E6C5392499}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\OFFFILTX.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{312AB530-ECC9-496E-AE0E-C9E6C5392499}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\OFFFILTX.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1586,9091,2022-06-20 17:21:27.5675630,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{20E823C2-62F3-4638-96BD-90F4F6784EBC}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\OFFFILTX.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{20E823C2-62F3-4638-96BD-90F4F6784EBC}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\OFFFILTX.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1587,9092,2022-06-20 17:21:27.5695472,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{9FBC2D8F-6F52-4CFA-A86F-096F3E9EB4B2}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\ODFFILT.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{9FBC2D8F-6F52-4CFA-A86F-096F3E9EB4B2}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\ODFFILT.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1588,9093,2022-06-20 17:21:27.5698056,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{4693FF15-B962-420A-9E5D-176F7D4B8321}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\ODFFILT.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{4693FF15-B962-420A-9E5D-176F7D4B8321}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\ODFFILT.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1589,9094,2022-06-20 17:21:27.5700613,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{E2F5480E-ED5A-4DDE-B8A8-F9F297479F62}\InProcServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesCommonX86\Microsoft Shared\Filters\ODFFILT.DLL,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.534""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{E2F5480E-ED5A-4DDE-B8A8-F9F297479F62}\\InProcServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\VFS\\ProgramFilesCommonX86\\Microsoft Shared\\Filters\\ODFFILT.DLL""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1590,9095,2022-06-20 17:21:27.5728317,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{DDE944C8-1C10-46AA-BF25-B8BAE99F2F64}\InprocServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\Office16\Tec.dll,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.550""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{DDE944C8-1C10-46AA-BF25-B8BAE99F2F64}\\InprocServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\Office16\\Tec.dll""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1591,9096,2022-06-20 17:21:27.5739244,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,25,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700",RuleName: T1122,Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKCR\WOW6432Node\CLSID\{B8A3CFD8-6F13-4B39-8FE9-0CA01EF372E0}\InprocServer32\(Default),Details: C:\Program Files (x86)\Microsoft Office\root\Office16\TecProxy.dll,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1122""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.550""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKCR\\WOW6432Node\\CLSID\\{B8A3CFD8-6F13-4B39-8FE9-0CA01EF372E0}\\InprocServer32\\(Default)""},{""@Name"":""Details"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\Office16\\TecProxy.dll""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1592,9097,2022-06-20 17:21:27.5889733,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\clview.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\clview.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1593,9098,2022-06-20 17:21:27.5892335,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\graph.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\graph.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1594,9099,2022-06-20 17:21:27.5894870,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\selfcert.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\selfcert.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1595,9100,2022-06-20 17:21:27.5896154,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msohtmed.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\msohtmed.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1596,9101,2022-06-20 17:21:27.5899699,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\setlang.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\setlang.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1597,9102,2022-06-20 17:21:27.5901345,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msqry32.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\msqry32.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1598,9103,2022-06-20 17:21:27.5902602,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msoxmled.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\msoxmled.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1599,9104,2022-06-20 17:21:27.5903839,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\excelcnv.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\excelcnv.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
1600,9105,2022-06-20 17:21:27.5905067,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,26,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 6172, ProcessGUID: 4bbef3ae-ac96-62b0-d80a-000000000700","RuleName: T1183,IFEO",Image: C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,EventType: SetValue,TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\wordconv.exe\MitigationOptions,Details: QWORD (0x00000000-0x00000100),,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1183,IFEO""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:21:27.581""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-ac96-62b0-d80a-000000000700""},{""@Name"":""ProcessId"",""#text"":""6172""},{""@Name"":""Image"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\root\\integration\\integrator.exe""},{""@Name"":""TargetObject"",""#text"":""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\wordconv.exe\\MitigationOptions""},{""@Name"":""Details"",""#text"":""QWORD (0x00000000-0x00000100)""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
